0.882537 0.670706
0.643817 0.750542
0.596988 0.839175
0.603106 0.824709
0.632822 0.790371
0.615767 0.797309
0.626518 0.799787
0.616347 0.795082
0.614051 0.789151
0.615095 0.810693
0.615095 0.810693
0.617587 0.805393
0.604896 0.796495
0.631046 0.815322
0.604807 0.806948
0.615089 0.786054
0.615509 0.792317
0.60569 0.797777
0.617551 0.793727
0.62302 0.796916
0.618208 0.809795
0.609503 0.814669
0.611086 0.785416
0.616747 0.799138
0.605181 0.796515
0.615885 0.793961
0.617957 0.802877
0.62379 0.802097
0.604924 0.792674
0.613401 0.798773
