0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0.000103864 7.16458e-05
0.000692783 0.000139984
0.0210515  0.00103125
0.152479  0.00315831
0.541427  0.00452157
1.16379   0.0102449
1.8345    0.012676
2.29026   0.0145718
2.48144   0.0117436
2.50126   0.0120311
2.36812   0.0121237
2.17684  0.00947747
1.94009   0.0101539
1.72163   0.0124952
1.50899   0.0108004
1.35402   0.0124765
1.2102   0.0106104
1.10054  0.00909423
0.997811  0.00812448
0.916135  0.00801678
0.843108    0.008687
0.805201  0.00806221
0.756364  0.00666362
0.719216  0.00653409
0.690814  0.00647297
0.675867  0.00783562
0.66436  0.00849231
0.656898   0.0073089
0.664261    0.006415
0.66831  0.00792177
0.683892  0.00633946
0.694479  0.00583149
0.705867  0.00831349
0.746558  0.00864795
0.777561  0.00529665
0.81007  0.00667805
0.840503  0.00610757
0.88661   0.0074517
0.931279  0.00792529
0.965994  0.00740691
1.00999  0.00594844
1.04119  0.00662392
1.08126  0.00553145
1.1197  0.00821803
1.15047  0.00637898
1.17201  0.00605304
1.18167  0.00562852
1.1971  0.00730376
1.20007   0.0059783
1.1968  0.00447209
1.17983  0.00581532
1.15369  0.00615557
1.12727  0.00596766
1.10775  0.00558637
1.08237  0.00430641
1.05765  0.00548253
1.02279  0.00562714
0.995411  0.00487019
0.97641  0.00499657
0.950502  0.00460358
0.925315  0.00504646
0.920717  0.00509935
0.902089  0.00522025
0.891411  0.00562277
0.884436   0.0045927
0.889435  0.00509025
0.881076  0.00576679
