           1   -0.421537   -0.421537           0
           2   -0.406858   -0.414198  0.00518962
           3   -0.429973   -0.419456  0.00551409
           4   -0.434586   -0.423239  0.00527571
           5   -0.405134   -0.419618  0.00532001
           6    -0.38712   -0.414201  0.00664086
           7   -0.407527   -0.413248   0.0057602
           8   -0.396557   -0.411162  0.00540482
           9    -0.45595   -0.416138  0.00671525
          10   -0.397891   -0.414313  0.00628675
          11   -0.391749   -0.412262  0.00604064
          12   -0.378571   -0.409454  0.00615523
          13   -0.417663   -0.410086  0.00571404
          14   -0.406876   -0.409857   0.0053105
          15   -0.384392   -0.408159  0.00522077
          16   -0.367579   -0.405623  0.00547598
          17   -0.361258   -0.403013  0.00574214
          18   -0.367127   -0.401019  0.00575884
          19    -0.36835     -0.3993  0.00570666
          20   -0.455923   -0.402131  0.00608321
