           1   -0.415504   -0.415504           0
           2   -0.440121   -0.427813  0.00870354
           3   -0.395484   -0.417036   0.0105398
           4   -0.386867   -0.409494   0.0102543
           5   -0.333631   -0.394322   0.0158576
           6   -0.399981   -0.395265   0.0132427
           7   -0.407528   -0.397017   0.0114662
           8    -0.37525   -0.394296   0.0103507
           9    -0.38236    -0.39297  0.00928519
          10   -0.416804   -0.395353  0.00865718
          11   -0.487272   -0.403709    0.011199
          12   -0.420714   -0.405126    0.010355
          13   -0.424784   -0.406639  0.00966827
          14   -0.455282   -0.410113  0.00958168
          15   -0.417099   -0.410579  0.00895422
          16   -0.401035   -0.409982  0.00841442
          17   -0.438115   -0.411637  0.00808054
          18   -0.445822   -0.413536  0.00785164
          19   -0.495876    -0.41787  0.00855113
          20   -0.435136   -0.418733  0.00816704
