0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0.000141735  8.1567e-05
0.00369759  0.00049933
0.0479214  0.00131274
0.299618  0.00299764
1.03502  0.00489546
2.23986    0.008929
3.57094   0.0116596
4.47767   0.0151701
4.73621   0.0195002
4.33972   0.0131664
3.54706   0.0151736
2.59474   0.0116246
1.79976  0.00815806
1.12509  0.00991789
0.667737  0.00419711
0.360091  0.00409661
0.184851  0.00364155
0.0937675  0.00252189
0.0541753  0.00197671
0.0455416  0.00202022
0.0592768  0.00184506
0.102449  0.00274138
0.187173  0.00361155
0.299157  0.00348092
0.451265  0.00464099
0.614506  0.00360527
0.788056  0.00462174
0.901876  0.00529744
0.949144  0.00574412
0.908949  0.00749631
0.784136  0.00460276
0.634213  0.00372229
0.467293  0.00320785
0.31806  0.00304858
0.221651  0.00300695
0.198604  0.00306302
0.269531  0.00323856
0.451158  0.00351615
0.756304  0.00453247
1.19871  0.00547392
1.71554  0.00619191
2.19835  0.00805823
2.5376  0.00995786
2.6307  0.00738474
2.4776  0.00784933
2.12422  0.00884029
1.66397  0.00739242
1.19482  0.00550246
0.813461    0.004835
0.565165  0.00372456
0.451424  0.00483493
0.472715  0.00432622
0.592372  0.00336935
0.752924  0.00380575
0.902802  0.00376528
0.982867  0.00499783
0.982711  0.00478561
0.90118  0.00329541
0.775046  0.00387363
0.647737  0.00415591
0.57652  0.00473514
0.579645   0.0039966
