0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
0           0
4.7211e-06 3.16701e-06
0.00119622 7.17878e-05
0.0239614 0.000404565
0.162532  0.00113867
0.551915  0.00343588
1.1781  0.00488538
1.82618  0.00487695
2.28666  0.00356511
2.49616  0.00348344
2.49652  0.00329127
2.35428  0.00258826
2.14888  0.00314954
1.92756  0.00250825
1.7131  0.00355906
1.52024  0.00444316
1.35242  0.00335607
1.21768  0.00390097
1.09766  0.00309873
0.99973  0.00232715
0.919141  0.00261682
0.853585  0.00159666
0.801248  0.00152613
0.757246  0.00154846
0.725444  0.00154008
0.696914  0.00194066
0.681654  0.00162274
0.665976  0.00208894
0.66133  0.00194863
0.658985  0.00198846
0.668414  0.00185087
0.678165  0.00155878
0.693103  0.00192931
0.713608  0.00179375
0.740009  0.00170253
0.769425  0.00170604
0.805632  0.00176092
0.844433  0.00164202
0.883346  0.00170095
0.925906  0.00136923
0.965491  0.00144162
1.00667  0.00119973
1.04656  0.00123708
1.08276  0.00163316
1.11675  0.00131163
1.14925  0.00114007
1.17165  0.00170834
1.18608  0.00136419
1.19731  0.00148909
1.19941  0.00167775
1.1912  0.00181064
1.17869  0.00187799
1.15991  0.00164882
1.136   0.0020332
1.10966  0.00129503
1.08156  0.00143495
1.05308  0.00180441
1.02523  0.00161769
0.996822  0.00157458
0.977095  0.00141693
0.953839  0.00135195
0.937292  0.00145617
0.921625  0.00132277
0.908187  0.00144243
0.898029  0.00151256
0.885261  0.00149864
0.878354  0.00142621
0.876414  0.00154768
