           1     1.81185     1.81185           0
           2     1.83647     1.82416   0.0087046
           3     1.79178     1.81337   0.0105524
           4     1.78328     1.80584   0.0102505
           5     1.72997     1.79067   0.0158581
           6     1.79629      1.7916   0.0132427
           7     1.80388     1.79336   0.0114664
           8     1.77157     1.79063   0.0103515
           9      1.7786      1.7893  0.00928728
          10     1.81293     1.79166  0.00865392
          11     1.88332     1.79999   0.0111811
          12     1.81675     1.80139   0.0103362
          13     1.82081     1.80288  0.00964841
          14     1.85137     1.80635  0.00956064
          15     1.81329     1.80681  0.00893448
          16     1.79737     1.80622  0.00839555
          17     1.83437     1.80788  0.00806335
          18     1.84202     1.80977  0.00783535
          19     1.89207      1.8141  0.00853663
          20     1.83109     1.81495  0.00815193
