           1           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 3.58822e-05  0.00300174   0.0450643    0.267132    0.960521     2.16943     3.54501      4.5243      4.8173     4.43758     3.62429     2.66435     1.77896     1.08969    0.626339    0.330072    0.168931   0.0826856   0.0438274   0.0363586   0.0526344   0.0955732    0.174619    0.296136    0.441333    0.618928    0.794125    0.923956    0.963124    0.927629    0.812665    0.632481    0.450436    0.308839    0.208545    0.176196    0.240526    0.417025     0.73199     1.16631     1.70649     2.22712      2.5866     2.70617     2.53817     2.16837     1.67099     1.17697    0.778914     0.52417    0.418926    0.442402    0.573706    0.747526    0.913373     1.01963     1.02366    0.910237    0.771479    0.642268    0.551769    0.552857
           2           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 3.58822e-05  0.00289941    0.047337    0.293461    0.979353      2.1765     3.52113     4.53253     4.78363     4.40572     3.61099     2.64939      1.7879     1.11062     0.64025    0.340123    0.170212   0.0807364   0.0457089   0.0378188    0.054312    0.102396    0.183039    0.295781    0.449157    0.620234    0.788441    0.906527    0.952899    0.925528    0.799952    0.637137    0.453988    0.312892    0.212949    0.185047    0.249628    0.421004    0.746424     1.17706     1.71061     2.20452     2.56044     2.68462     2.53119     2.15501     1.68131     1.19116    0.796069    0.529773    0.425389    0.447234    0.575261    0.748054    0.908747      1.0061     1.01429    0.914607    0.775232    0.644411    0.564093    0.557556
           3           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.17645e-05  0.00330873   0.0490578    0.287366    0.993699     2.19441     3.53652      4.4926     4.77839     4.39549     3.59453     2.64745     1.78373     1.11544    0.652433    0.349313    0.175246   0.0855225   0.0470191   0.0390843   0.0594861    0.104882    0.188935    0.296122    0.450244    0.617769    0.779398    0.908344    0.947513    0.908708    0.792776     0.63511    0.463418    0.312166    0.216585     0.18714    0.254693    0.430264    0.745236     1.18002     1.69418     2.20308     2.57069     2.68264     2.53227     2.14958     1.67674     1.18409    0.795088    0.537829    0.427374     0.45406    0.579611    0.747293    0.908173     1.00622     1.01449    0.907116    0.775295    0.646923    0.574535    0.574126
           4           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000143529   0.0032064   0.0480513    0.294544    0.984814     2.18378     3.53687     4.53715     4.78753     4.39127     3.57141      2.6354     1.78971      1.1213    0.635315    0.342855    0.181976   0.0857139   0.0471367    0.041372   0.0620575    0.102759    0.179152    0.290996    0.439449    0.611666    0.793272    0.921726    0.957033    0.918918    0.798599    0.628226    0.460137    0.313398    0.216124    0.191236    0.251345     0.42741     0.74566     1.18705     1.70442     2.20813     2.55997     2.67445     2.52916     2.14532     1.66665     1.18107    0.790531    0.544856    0.429496    0.454471    0.579341    0.754825    0.914584      1.0009     1.01373    0.908342    0.771235    0.639313     0.56338    0.566431
           5           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000179411  0.00324051   0.0456812    0.292873    0.973568     2.20168     3.54682     4.52077     4.78338     4.37867     3.59549     2.64226     1.78675     1.10884    0.646332    0.353206    0.173586   0.0831381   0.0459104   0.0402687   0.0577144     0.10044    0.177113    0.293936    0.452595    0.611093    0.791903    0.907091     0.96169    0.923273    0.800434    0.625831    0.459249    0.310197    0.215899    0.186771    0.252422    0.430651    0.735138     1.18606     1.69941     2.21141      2.5567     2.69897     2.53832     2.15158     1.66061     1.18336    0.788663    0.536666    0.426574    0.448723    0.574292    0.749757    0.907555     1.00952     1.02055    0.915265      0.7762    0.644837    0.557299    0.559728
           6           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 3.58822e-05  0.00286529   0.0450319    0.277961     1.00126     2.19615     3.54992     4.50911     4.77898     4.39106     3.58719      2.6373     1.77638     1.11954    0.653987    0.345139    0.177844   0.0841127   0.0466832   0.0407717   0.0584513    0.105549    0.178022    0.296406    0.440755    0.618901    0.786142    0.908407    0.959209    0.910868    0.806888    0.634152    0.458795    0.312376    0.215858    0.187608    0.247212    0.429905    0.737706     1.18089     1.70993     2.20776     2.57105     2.68424     2.51167     2.15536     1.66406     1.18502    0.797778    0.544933      0.4329    0.458972    0.588542    0.749841     0.90421    0.992225     1.00804    0.901377    0.766171    0.643763    0.570904    0.570524
           7           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.17645e-05  0.00204664   0.0435059    0.280034    0.956773     2.17526     3.56552     4.52379     4.82961     4.41025     3.59535     2.63942     1.76024     1.09435    0.642077    0.348321    0.179937   0.0902563   0.0471199   0.0396035   0.0568364    0.106246    0.179401    0.295256    0.447342    0.625724    0.783519    0.908695    0.952316    0.909015    0.798244    0.634608    0.456748    0.310281    0.216319    0.187259    0.245543    0.421183    0.730084      1.1821     1.70185     2.21146      2.5733     2.69044     2.54842     2.15658     1.68134      1.1857    0.782303    0.531521    0.422082    0.453608     0.58031    0.753329    0.907693     1.00197     1.00858    0.912067    0.772737    0.647252    0.567769    0.570453
           8           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.17645e-05  0.00272885   0.0455189    0.266977    0.957068     2.16179     3.52588     4.55257     4.84532     4.41794     3.61606     2.66044     1.77508      1.0936    0.634227    0.336042    0.165106   0.0782128   0.0463136   0.0385003   0.0582788    0.100728    0.169192    0.289775    0.439188     0.62158    0.784255    0.928304    0.967635    0.925422    0.806486    0.632169    0.456424    0.305554    0.206302    0.178807    0.242836    0.412065    0.738848     1.17266     1.69669     2.21736     2.58755     2.71324     2.54636     2.16557     1.67055     1.17839    0.782116    0.524987    0.415756    0.439492    0.574497     0.74748    0.919172     1.01197     1.02169    0.913316    0.774791    0.644883    0.550767    0.553375
           9           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00388861   0.0466227    0.293368     1.00385     2.21064     3.52914      4.5338     4.77384     4.36645      3.5523     2.62499     1.78022       1.126    0.652355    0.357754    0.180641   0.0921359   0.0524451   0.0412097   0.0652246    0.110764    0.189595    0.297727    0.447562    0.620327    0.776802    0.897844    0.945118    0.906265    0.788225    0.626099     0.46279    0.319051    0.226499    0.199489    0.259505    0.440762    0.754295     1.18951     1.69646      2.2076     2.54562     2.65354     2.51076     2.14629     1.66642     1.19869    0.792009    0.549246    0.442367    0.462765     0.58609    0.747609     0.90351     0.99603     1.00543    0.910663    0.777332    0.655237    0.569584    0.576648
          10           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000107647  0.00317229   0.0445448     0.27598    0.962499     2.17464     3.54924     4.54226     4.79835     4.40852     3.61463     2.65885     1.77477     1.11056    0.632925    0.335687    0.168931   0.0812933    0.043693   0.0390357   0.0575733    0.100394    0.179108    0.291522    0.445417    0.619208    0.792691    0.916614    0.969252    0.917572    0.799287     0.62768    0.452558    0.305722    0.211536    0.186382    0.239876    0.415778    0.729293      1.1739     1.69751     2.22344     2.59101     2.69866     2.55719     2.18076     1.66412     1.17007     0.78257     0.52164    0.420649    0.445435    0.578155    0.742999    0.909921     1.01559     1.02095    0.914323    0.774594    0.640802    0.560897    0.553588
