           1   0.0454787   0.0454787           0
           2   0.0479907   0.0467347 0.000888127
           3    0.051476   0.0483152  0.00141977
           4   0.0488138   0.0484398  0.00107029
           5   0.0450256    0.047757  0.00105173
           6   0.0491283   0.0479855 0.000900933
           7   0.0497338   0.0482353 0.000806103
           8   0.0469019   0.0480686 0.000722366
           9   0.0488183   0.0481519 0.000646888
          10   0.0497846   0.0483152  0.00060245
          11   0.0512467   0.0485817 0.000603757
          12   0.0502917   0.0487242 0.000570012
          13   0.0482649   0.0486889 0.000527259
          14      0.0539   0.0490611 0.000606928
          15   0.0485564   0.0490274 0.000567398
          16   0.0451903   0.0487876  0.00058041
          17   0.0499246   0.0488545 0.000550108
          18   0.0517417   0.0490149 0.000542428
          19    0.052222   0.0491837 0.000539503
          20   0.0480638   0.0491277 0.000515426
