           1     1.37846     1.37846           0
           2     1.39314      1.3858  0.00518962
           3     1.37003     1.38054  0.00551409
           4     1.36541     1.37676  0.00527571
           5     1.39487     1.38038  0.00532001
           6     1.41288      1.3858  0.00664086
           7     1.39247     1.38675   0.0057602
           8     1.40344     1.38884  0.00540482
           9     1.34405     1.38386  0.00671525
          10     1.40211     1.38569  0.00628675
          11     1.40825     1.38774  0.00604064
          12     1.42143     1.39055  0.00615523
          13     1.38234     1.38991  0.00571404
          14     1.39312     1.39014   0.0053105
          15     1.41561     1.39184  0.00522077
          16     1.43242     1.39438  0.00547598
          17     1.43874     1.39699  0.00574214
          18     1.43287     1.39898  0.00575884
          19     1.43165      1.4007  0.00570666
          20     1.34408     1.39787  0.00608321
