           1   0.0487218   0.0487218           0
           2   0.0484968   0.0486093 7.95543e-05
           3   0.0486519   0.0486235  5.4289e-05
           4   0.0483204   0.0485477 7.72406e-05
           5   0.0485358   0.0485454 6.18291e-05
           6    0.049324   0.0486751 0.000129192
           7   0.0481498   0.0486001  0.00013073
           8   0.0493061   0.0486883 0.000141065
           9   0.0474499   0.0485507 0.000180424
          10   0.0496442   0.0486601 0.000192688
          11   0.0510068   0.0488734 0.000268441
          12   0.0493769   0.0489154 0.000249328
          13   0.0488039   0.0489068 0.000230296
          14   0.0489813   0.0489121 0.000213908
          15   0.0495293   0.0489533 0.000203566
          16   0.0494053   0.0489815 0.000192794
          17   0.0494332   0.0490081 0.000183274
          18   0.0500586   0.0490665 0.000182148
          19   0.0489752   0.0490616 0.000172625
          20   0.0491365   0.0490654 0.000164034
