0 6
6 4
4 9
9 2
2 3
3 8
8 21
21 29
29 10
10 14
14 32
32 33
33 22
22 7
7 13
13 27
27 23
23 11
11 25
25 12
12 30
30 18
18 28
28 24
24 31
31 15
15 16
16 17
17 26
26 5
5 20
20 1
1 19
19 0
