0 8
8 9
9 39
39 31
31 45
45 19
19 7
7 29
29 6
6 38
38 20
20 28
28 18
18 44
44 33
33 37
37 47
47 34
34 21
21 13
13 16
16 41
41 12
12 48
48 22
22 14
14 24
24 15
15 26
26 40
40 32
32 49
49 5
5 43
43 25
25 11
11 36
36 46
46 1
1 10
10 4
4 27
27 2
2 30
30 42
42 35
35 3
3 17
17 23
23 0
