           1   -0.392002   -0.392002           0
           2   -0.438763   -0.415382   0.0165323
           3   -0.452648   -0.427804   0.0149781
           4     -0.4149   -0.424578   0.0115757
           5   -0.411462   -0.421955   0.0095532
           6   -0.408146   -0.419653  0.00823356
           7   -0.462529   -0.425779  0.00905334
           8   -0.408143   -0.423574  0.00818566
           9   -0.397035   -0.420625  0.00778918
          10   -0.359634   -0.414526  0.00908976
          11   -0.377864   -0.411193  0.00885338
          12   -0.352042   -0.406264  0.00938809
          13   -0.378186   -0.404104  0.00891091
          14   -0.387084   -0.402888  0.00835693
          15   -0.362425   -0.400191  0.00822366
          16   -0.356662    -0.39747  0.00814727
          17   -0.392824   -0.397197   0.0076726
          18   -0.397015   -0.397187  0.00724635
          19    -0.34588   -0.394487  0.00735092
          20   -0.426697   -0.396097  0.00715762
