           1   0.0486503   0.0486503           0
           2   0.0502753   0.0494628 0.000574533
           3   0.0504293   0.0497849 0.000464648
           4   0.0482636   0.0494046 0.000479518
           5    0.049645   0.0494527 0.000386018
           6   0.0497804   0.0495073 0.000325523
           7   0.0506655   0.0496728   0.0003183
           8   0.0495796   0.0496611 0.000278726
           9   0.0498415   0.0496812 0.000248476
          10   0.0499149   0.0497045 0.000224725
          11   0.0493816   0.0496752 0.000206204
          12   0.0494309   0.0496548 0.000190023
          13   0.0497832   0.0496647 0.000175662
          14   0.0485158   0.0495826 0.000181273
          15    0.049914   0.0496047 0.000170529
          16   0.0502216   0.0496433 0.000164172
          17   0.0493575   0.0496265 0.000155373
          18   0.0492369   0.0496048 0.000148241
          19   0.0488256   0.0495638 0.000146001
          20   0.0500686    0.049589 0.000140866
